total_return_pct,max_drawdown_pct,final_equity,n_trading_days,n_total_days,win_rate_pct,avg_positions_per_day,total_gross_return_pct,cumulative_cost_drag_pct,threshold
-99.00530725850885,-99.00530725850885,9946.92741491156,822,2128,34.42822384428224,2.3114355231143553,780.6899654339566,879.6952726924654,0.5
-61.477394140451935,-63.70501994210404,385226.05859548063,425,2128,38.588235294117645,1.4541176470588235,611.599353279408,673.0767474198599,0.55
-7.674577162847962,-28.093902838161792,923254.2283715204,51,2128,41.17647058823529,1.0588235294117647,29.204754743838635,36.879331906686595,0.6
