date,n_positions,gross_return,cost_drag,net_return,equity
2017-07-18,0,0.0,0.0,0.0,1001293.9877971846
2017-07-19,0,0.0,0.0,0.0,1001293.9877971846
2017-07-20,0,0.0,0.0,0.0,1001293.9877971846
2017-07-23,0,0.0,0.0,0.0,1001293.9877971846
2017-07-24,0,0.0,0.0,0.0,1001293.9877971846
2017-07-25,0,0.0,0.0,0.0,1001293.9877971846
2017-07-26,0,0.0,0.0,0.0,1001293.9877971846
2017-07-27,0,0.0,0.0,0.0,1001293.9877971846
2017-07-30,0,0.0,0.0,0.0,1001293.9877971846
2017-07-31,0,0.0,0.0,0.0,1001293.9877971846
2017-08-01,0,0.0,0.0,0.0,1001293.9877971846
2017-08-02,0,0.0,0.0,0.0,1001293.9877971846
2017-08-03,1,0.0365926814637072,0.006668861598979217,0.02992381986472798,1031256.5287196628
2017-08-06,1,-0.0035211267605633756,0.006537040879563218,-0.010058167640126594,1020883.9776738255
2017-08-07,0,0.0,0.0,0.0,1020883.9776738255
2017-08-09,0,0.0,0.0,0.0,1020883.9776738255
2017-08-10,0,0.0,0.0,0.0,1020883.9776738255
2017-08-13,0,0.0,0.0,0.0,1020883.9776738255
2017-08-15,0,0.0,0.0,0.0,1020883.9776738255
2017-08-16,0,0.0,0.0,0.0,1020883.9776738255
2017-08-17,0,0.0,0.0,0.0,1020883.9776738255
2017-08-20,0,0.0,0.0,0.0,1020883.9776738255
2017-08-21,0,0.0,0.0,0.0,1020883.9776738255
2017-08-22,0,0.0,0.0,0.0,1020883.9776738255
2017-08-23,0,0.0,0.0,0.0,1020883.9776738255
2017-08-24,0,0.0,0.0,0.0,1020883.9776738255
2017-08-27,0,0.0,0.0,0.0,1020883.9776738255
2017-08-28,0,0.0,0.0,0.0,1020883.9776738255
2017-08-30,0,0.0,0.0,0.0,1020883.9776738255
2017-08-31,0,0.0,0.0,0.0,1020883.9776738255
2017-09-04,0,0.0,0.0,0.0,1020883.9776738255
2017-09-06,1,-0.053811659192825156,0.006374089269664719,-0.06018574846248988,959441.3113841624
2017-09-07,0,0.0,0.0,0.0,959441.3113841624
2017-09-10,1,-0.009302325581395321,0.006521881103641263,-0.015824206685036583,944258.9137706569
2017-09-11,0,0.0,0.0,0.0,944258.9137706569
2017-09-12,0,0.0,0.0,0.0,944258.9137706569
2017-09-13,0,0.0,0.0,0.0,944258.9137706569
2017-09-14,1,0.03319502074688807,0.00666083539593072,0.026534185350957352,969314.0548079412
2017-09-17,1,0.015261044176706928,0.006601181262668161,0.008659862914038767,977708.1816432291
2017-09-18,1,-0.007911392405063333,0.006525427978356179,-0.014436820383419513,963593.184237446
2017-09-20,0,0.0,0.0,0.0,963593.184237446
2017-09-24,0,0.0,0.0,0.0,963593.184237446
2017-09-25,0,0.0,0.0,0.0,963593.184237446
2017-09-26,0,0.0,0.0,0.0,963593.184237446
2017-10-03,1,-0.03699421965317917,0.006431657903669617,-0.04342587755684879,921748.3046041367
2017-10-04,0,0.0,0.0,0.0,921748.3046041367
2017-10-08,0,0.0,0.0,0.0,921748.3046041367
2017-10-09,0,0.0,0.0,0.0,921748.3046041367
2017-10-10,0,0.0,0.0,0.0,921748.3046041367
2017-10-11,0,0.0,0.0,0.0,921748.3046041367
2017-10-12,0,0.0,0.0,0.0,921748.3046041367
2017-10-15,0,0.0,0.0,0.0,921748.3046041367
2017-10-16,0,0.0,0.0,0.0,921748.3046041367
2017-10-17,0,0.0,0.0,0.0,921748.3046041367
2017-10-18,0,0.0,0.0,0.0,921748.3046041367
2017-10-22,0,0.0,0.0,0.0,921748.3046041367
2017-10-23,0,0.0,0.0,0.0,921748.3046041367
2017-10-24,0,0.0,0.0,0.0,921748.3046041367
2017-10-25,0,0.0,0.0,0.0,921748.3046041367
2017-10-29,0,0.0,0.0,0.0,921748.3046041367
2017-10-30,0,0.0,0.0,0.0,921748.3046041367
2017-10-31,0,0.0,0.0,0.0,921748.3046041367
2017-11-01,0,0.0,0.0,0.0,921748.3046041367
2017-11-02,0,0.0,0.0,0.0,921748.3046041367
2017-11-05,0,0.0,0.0,0.0,921748.3046041367
2017-11-06,0,0.0,0.0,0.0,921748.3046041367
2017-11-07,0,0.0,0.0,0.0,921748.3046041367
2017-11-08,0,0.0,0.0,0.0,921748.3046041367
2017-11-09,0,0.0,0.0,0.0,921748.3046041367
2017-11-12,0,0.0,0.0,0.0,921748.3046041367
2017-11-13,0,0.0,0.0,0.0,921748.3046041367
2017-11-14,0,0.0,0.0,0.0,921748.3046041367
2017-11-15,0,0.0,0.0,0.0,921748.3046041367
2017-11-16,0,0.0,0.0,0.0,921748.3046041367
2017-11-19,0,0.0,0.0,0.0,921748.3046041367
2017-11-20,0,0.0,0.0,0.0,921748.3046041367
2017-11-21,0,0.0,0.0,0.0,921748.3046041367
2017-11-22,0,0.0,0.0,0.0,921748.3046041367
2017-11-23,0,0.0,0.0,0.0,921748.3046041367
2017-11-26,0,0.0,0.0,0.0,921748.3046041367
2017-11-27,0,0.0,0.0,0.0,921748.3046041367
2017-11-28,1,-0.002452984464431762,0.006546272543605664,-0.008999257008037425,913453.2547142814
2017-11-29,1,-0.009375000000000022,0.006524268588492093,-0.015899268588492117,898930.0160745467
2017-11-30,0,0.0,0.0,0.0,898930.0160745467
2017-12-04,0,0.0,0.0,0.0,898930.0160745467
2017-12-05,0,0.0,0.0,0.0,898930.0160745467
2017-12-06,0,0.0,0.0,0.0,898930.0160745467
2017-12-10,0,0.0,0.0,0.0,898930.0160745467
2017-12-11,0,0.0,0.0,0.0,898930.0160745467
2017-12-12,0,0.0,0.0,0.0,898930.0160745467
2017-12-13,1,-0.010370370370370363,0.006521917978858794,-0.016892288349229158,883745.0310372383
2017-12-14,0,0.0,0.0,0.0,883745.0310372383
2017-12-17,0,0.0,0.0,0.0,883745.0310372383
2017-12-18,0,0.0,0.0,0.0,883745.0310372383
2017-12-19,0,0.0,0.0,0.0,883745.0310372383
2017-12-20,0,0.0,0.0,0.0,883745.0310372383
2017-12-21,0,0.0,0.0,0.0,883745.0310372383
2017-12-24,0,0.0,0.0,0.0,883745.0310372383
2017-12-26,0,0.0,0.0,0.0,883745.0310372383
2017-12-27,0,0.0,0.0,0.0,883745.0310372383
2017-12-28,0,0.0,0.0,0.0,883745.0310372383
2017-12-31,0,0.0,0.0,0.0,883745.0310372383
2018-01-01,1,0.031137724550898138,0.00665777500918195,0.024479949541716187,905379.0648047724
2018-01-02,1,-0.005807200929152101,0.006536352084230484,-0.012343553013382585,894203.4703211479
2018-01-03,0,0.0,0.0,0.0,894203.4703211479
2018-01-04,0,0.0,0.0,0.0,894203.4703211479
2018-01-07,0,0.0,0.0,0.0,894203.4703211479
2018-01-08,0,0.0,0.0,0.0,894203.4703211479
2018-01-09,0,0.0,0.0,0.0,894203.4703211479
2018-01-10,0,0.0,0.0,0.0,894203.4703211479
2018-01-14,0,0.0,0.0,0.0,894203.4703211479
2018-01-16,0,0.0,0.0,0.0,894203.4703211479
2018-01-17,0,0.0,0.0,0.0,894203.4703211479
2018-01-21,0,0.0,0.0,0.0,894203.4703211479
2018-01-22,0,0.0,0.0,0.0,894203.4703211479
2018-01-23,0,0.0,0.0,0.0,894203.4703211479
2018-01-24,0,0.0,0.0,0.0,894203.4703211479
2018-01-25,0,0.0,0.0,0.0,894203.4703211479
2018-01-28,0,0.0,0.0,0.0,894203.4703211479
2018-01-29,0,0.0,0.0,0.0,894203.4703211479
2018-01-31,0,0.0,0.0,0.0,894203.4703211479
2018-02-01,0,0.0,0.0,0.0,894203.4703211479
2018-02-04,0,0.0,0.0,0.0,894203.4703211479
2018-02-05,0,0.0,0.0,0.0,894203.4703211479
2018-02-06,0,0.0,0.0,0.0,894203.4703211479
2018-02-07,0,0.0,0.0,0.0,894203.4703211479
2018-02-08,0,0.0,0.0,0.0,894203.4703211479
2018-02-11,0,0.0,0.0,0.0,894203.4703211479
2018-02-12,0,0.0,0.0,0.0,894203.4703211479
2018-02-14,0,0.0,0.0,0.0,894203.4703211479
2018-02-15,0,0.0,0.0,0.0,894203.4703211479
2018-02-18,0,0.0,0.0,0.0,894203.4703211479
2018-02-20,0,0.0,0.0,0.0,894203.4703211479
2018-02-21,0,0.0,0.0,0.0,894203.4703211479
2018-02-22,0,0.0,0.0,0.0,894203.4703211479
2018-02-25,0,0.0,0.0,0.0,894203.4703211479
2018-02-26,0,0.0,0.0,0.0,894203.4703211479
2018-02-27,0,0.0,0.0,0.0,894203.4703211479
2018-02-28,0,0.0,0.0,0.0,894203.4703211479
2018-03-04,0,0.0,0.0,0.0,894203.4703211479
2018-03-05,0,0.0,0.0,0.0,894203.4703211479
2018-03-06,1,0.03592814371257491,0.0066726821525440756,0.029255461560030838,920363.8055739745
2018-03-07,0,0.0,0.0,0.0,920363.8055739745
2018-03-11,0,0.0,0.0,0.0,920363.8055739745
2018-03-12,0,0.0,0.0,0.0,920363.8055739745
2018-03-13,0,0.0,0.0,0.0,920363.8055739745
2018-03-14,0,0.0,0.0,0.0,920363.8055739745
2018-03-15,0,0.0,0.0,0.0,920363.8055739745
2018-03-18,0,0.0,0.0,0.0,920363.8055739745
2018-03-19,0,0.0,0.0,0.0,920363.8055739745
2018-03-20,0,0.0,0.0,0.0,920363.8055739745
2018-03-21,0,0.0,0.0,0.0,920363.8055739745
2018-03-22,0,0.0,0.0,0.0,920363.8055739745
2018-03-26,0,0.0,0.0,0.0,920363.8055739745
2018-03-27,0,0.0,0.0,0.0,920363.8055739745
2018-03-28,0,0.0,0.0,0.0,920363.8055739745
2018-03-29,0,0.0,0.0,0.0,920363.8055739745
2018-04-01,0,0.0,0.0,0.0,920363.8055739745
2018-04-02,0,0.0,0.0,0.0,920363.8055739745
2018-04-03,0,0.0,0.0,0.0,920363.8055739745
2018-04-04,1,0.041860465116279055,0.006690372854859992,0.03517009226141907,952733.085530082
2018-04-05,0,0.0,0.0,0.0,952733.085530082
2018-04-08,0,0.0,0.0,0.0,952733.085530082
2018-04-09,0,0.0,0.0,0.0,952733.085530082
2018-04-10,0,0.0,0.0,0.0,952733.085530082
2018-04-11,0,0.0,0.0,0.0,952733.085530082
2018-04-12,0,0.0,0.0,0.0,952733.085530082
2018-04-15,0,0.0,0.0,0.0,952733.085530082
2018-04-16,0,0.0,0.0,0.0,952733.085530082
2018-04-17,0,0.0,0.0,0.0,952733.085530082
2018-04-18,0,0.0,0.0,0.0,952733.085530082
2018-04-19,0,0.0,0.0,0.0,952733.085530082
2018-04-22,0,0.0,0.0,0.0,952733.085530082
2018-04-23,0,0.0,0.0,0.0,952733.085530082
2018-04-24,0,0.0,0.0,0.0,952733.085530082
2018-04-25,0,0.0,0.0,0.0,952733.085530082
2018-04-26,0,0.0,0.0,0.0,952733.085530082
2018-04-29,0,0.0,0.0,0.0,952733.085530082
2018-05-02,0,0.0,0.0,0.0,952733.085530082
2018-05-03,0,0.0,0.0,0.0,952733.085530082
2018-05-06,0,0.0,0.0,0.0,952733.085530082
2018-05-07,0,0.0,0.0,0.0,952733.085530082
2018-05-08,0,0.0,0.0,0.0,952733.085530082
2018-05-09,0,0.0,0.0,0.0,952733.085530082
2018-05-10,0,0.0,0.0,0.0,952733.085530082
2018-05-14,0,0.0,0.0,0.0,952733.085530082
2018-05-15,0,0.0,0.0,0.0,952733.085530082
2018-05-16,0,0.0,0.0,0.0,952733.085530082
2018-05-17,0,0.0,0.0,0.0,952733.085530082
2018-05-20,0,0.0,0.0,0.0,952733.085530082
2018-05-21,0,0.0,0.0,0.0,952733.085530082
2018-05-22,0,0.0,0.0,0.0,952733.085530082
2018-05-23,0,0.0,0.0,0.0,952733.085530082
2018-05-24,0,0.0,0.0,0.0,952733.085530082
2018-05-27,0,0.0,0.0,0.0,952733.085530082
2018-05-28,0,0.0,0.0,0.0,952733.085530082
2018-05-29,0,0.0,0.0,0.0,952733.085530082
2018-05-30,0,0.0,0.0,0.0,952733.085530082
2018-05-31,0,0.0,0.0,0.0,952733.085530082
2018-06-03,0,0.0,0.0,0.0,952733.085530082
2018-06-04,0,0.0,0.0,0.0,952733.085530082
2018-06-06,0,0.0,0.0,0.0,952733.085530082
2018-06-07,0,0.0,0.0,0.0,952733.085530082
2018-06-10,0,0.0,0.0,0.0,952733.085530082
2018-06-11,0,0.0,0.0,0.0,952733.085530082
2018-06-12,0,0.0,0.0,0.0,952733.085530082
2018-06-13,0,0.0,0.0,0.0,952733.085530082
2018-06-14,0,0.0,0.0,0.0,952733.085530082
2018-06-17,0,0.0,0.0,0.0,952733.085530082
2018-06-18,0,0.0,0.0,0.0,952733.085530082
2018-06-19,0,0.0,0.0,0.0,952733.085530082
2018-06-20,0,0.0,0.0,0.0,952733.085530082
2018-06-21,0,0.0,0.0,0.0,952733.085530082
2018-06-24,0,0.0,0.0,0.0,952733.085530082
2018-06-25,0,0.0,0.0,0.0,952733.085530082
2018-06-26,0,0.0,0.0,0.0,952733.085530082
2018-06-27,0,0.0,0.0,0.0,952733.085530082
2018-06-28,0,0.0,0.0,0.0,952733.085530082
2018-07-01,0,0.0,0.0,0.0,952733.085530082
2018-07-02,0,0.0,0.0,0.0,952733.085530082
2018-07-03,0,0.0,0.0,0.0,952733.085530082
2018-07-04,0,0.0,0.0,0.0,952733.085530082
2018-07-05,0,0.0,0.0,0.0,952733.085530082
2018-07-08,0,0.0,0.0,0.0,952733.085530082
2018-07-09,0,0.0,0.0,0.0,952733.085530082
2018-07-10,0,0.0,0.0,0.0,952733.085530082
2018-07-11,0,0.0,0.0,0.0,952733.085530082
2018-07-12,0,0.0,0.0,0.0,952733.085530082
2018-07-15,0,0.0,0.0,0.0,952733.085530082
2018-07-16,0,0.0,0.0,0.0,952733.085530082
2018-07-17,0,0.0,0.0,0.0,952733.085530082
2018-07-18,0,0.0,0.0,0.0,952733.085530082
2018-07-19,0,0.0,0.0,0.0,952733.085530082
2018-07-22,0,0.0,0.0,0.0,952733.085530082
2018-07-23,0,0.0,0.0,0.0,952733.085530082
2018-07-24,0,0.0,0.0,0.0,952733.085530082
2018-07-25,0,0.0,0.0,0.0,952733.085530082
2018-07-26,0,0.0,0.0,0.0,952733.085530082
2018-07-29,0,0.0,0.0,0.0,952733.085530082
2018-07-30,0,0.0,0.0,0.0,952733.085530082
2018-07-31,0,0.0,0.0,0.0,952733.085530082
2018-08-01,0,0.0,0.0,0.0,952733.085530082
2018-08-02,0,0.0,0.0,0.0,952733.085530082
2018-08-05,0,0.0,0.0,0.0,952733.085530082
2018-08-06,0,0.0,0.0,0.0,952733.085530082
2018-08-07,0,0.0,0.0,0.0,952733.085530082
2018-08-08,0,0.0,0.0,0.0,952733.085530082
2018-08-09,0,0.0,0.0,0.0,952733.085530082
2018-08-12,0,0.0,0.0,0.0,952733.085530082
2018-08-13,0,0.0,0.0,0.0,952733.085530082
2018-08-14,0,0.0,0.0,0.0,952733.085530082
2018-08-15,0,0.0,0.0,0.0,952733.085530082
2018-08-16,0,0.0,0.0,0.0,952733.085530082
2018-08-19,0,0.0,0.0,0.0,952733.085530082
2018-08-20,0,0.0,0.0,0.0,952733.085530082
2018-08-21,0,0.0,0.0,0.0,952733.085530082
2018-08-22,0,0.0,0.0,0.0,952733.085530082
2018-08-23,0,0.0,0.0,0.0,952733.085530082
2018-08-26,0,0.0,0.0,0.0,952733.085530082
2018-08-28,0,0.0,0.0,0.0,952733.085530082
2018-08-29,0,0.0,0.0,0.0,952733.085530082
2018-08-30,0,0.0,0.0,0.0,952733.085530082
2018-09-02,0,0.0,0.0,0.0,952733.085530082
2018-09-03,0,0.0,0.0,0.0,952733.085530082
2018-09-04,0,0.0,0.0,0.0,952733.085530082
2018-09-05,0,0.0,0.0,0.0,952733.085530082
2018-09-06,0,0.0,0.0,0.0,952733.085530082
2018-09-09,0,0.0,0.0,0.0,952733.085530082
2018-09-10,0,0.0,0.0,0.0,952733.085530082
2018-09-11,0,0.0,0.0,0.0,952733.085530082
2018-09-12,0,0.0,0.0,0.0,952733.085530082
2018-09-13,0,0.0,0.0,0.0,952733.085530082
2018-09-16,0,0.0,0.0,0.0,952733.085530082
2018-09-17,0,0.0,0.0,0.0,952733.085530082
2018-09-18,0,0.0,0.0,0.0,952733.085530082
2018-09-20,0,0.0,0.0,0.0,952733.085530082
2018-09-23,0,0.0,0.0,0.0,952733.085530082
2018-09-25,0,0.0,0.0,0.0,952733.085530082
2018-09-26,0,0.0,0.0,0.0,952733.085530082
2018-09-27,0,0.0,0.0,0.0,952733.085530082
2018-09-30,0,0.0,0.0,0.0,952733.085530082
2018-10-01,0,0.0,0.0,0.0,952733.085530082
2018-10-02,0,0.0,0.0,0.0,952733.085530082
2018-10-03,0,0.0,0.0,0.0,952733.085530082
2018-10-04,0,0.0,0.0,0.0,952733.085530082
2018-10-07,0,0.0,0.0,0.0,952733.085530082
2018-10-08,0,0.0,0.0,0.0,952733.085530082
2018-10-09,0,0.0,0.0,0.0,952733.085530082
2018-10-10,0,0.0,0.0,0.0,952733.085530082
2018-10-11,0,0.0,0.0,0.0,952733.085530082
2018-10-14,0,0.0,0.0,0.0,952733.085530082
2018-10-15,0,0.0,0.0,0.0,952733.085530082
2018-10-21,0,0.0,0.0,0.0,952733.085530082
2018-10-22,0,0.0,0.0,0.0,952733.085530082
2018-10-23,0,0.0,0.0,0.0,952733.085530082
2018-10-24,0,0.0,0.0,0.0,952733.085530082
2018-10-25,0,0.0,0.0,0.0,952733.085530082
2018-10-28,0,0.0,0.0,0.0,952733.085530082
2018-10-29,0,0.0,0.0,0.0,952733.085530082
2018-10-30,0,0.0,0.0,0.0,952733.085530082
2018-10-31,0,0.0,0.0,0.0,952733.085530082
2018-11-01,0,0.0,0.0,0.0,952733.085530082
2018-11-04,0,0.0,0.0,0.0,952733.085530082
2018-11-05,0,0.0,0.0,0.0,952733.085530082
2018-11-06,0,0.0,0.0,0.0,952733.085530082
2018-11-11,0,0.0,0.0,0.0,952733.085530082
2018-11-12,0,0.0,0.0,0.0,952733.085530082
2018-11-13,0,0.0,0.0,0.0,952733.085530082
2018-11-14,0,0.0,0.0,0.0,952733.085530082
2018-11-15,0,0.0,0.0,0.0,952733.085530082
2018-11-18,0,0.0,0.0,0.0,952733.085530082
2018-11-19,0,0.0,0.0,0.0,952733.085530082
2018-11-20,0,0.0,0.0,0.0,952733.085530082
2018-11-21,0,0.0,0.0,0.0,952733.085530082
2018-11-22,0,0.0,0.0,0.0,952733.085530082
2018-11-25,0,0.0,0.0,0.0,952733.085530082
2018-11-26,0,0.0,0.0,0.0,952733.085530082
2018-11-27,0,0.0,0.0,0.0,952733.085530082
2018-11-28,0,0.0,0.0,0.0,952733.085530082
2018-11-29,0,0.0,0.0,0.0,952733.085530082
2018-12-02,0,0.0,0.0,0.0,952733.085530082
2018-12-03,0,0.0,0.0,0.0,952733.085530082
2018-12-04,0,0.0,0.0,0.0,952733.085530082
2018-12-05,0,0.0,0.0,0.0,952733.085530082
2018-12-06,0,0.0,0.0,0.0,952733.085530082
2018-12-09,0,0.0,0.0,0.0,952733.085530082
2018-12-10,0,0.0,0.0,0.0,952733.085530082
2018-12-11,0,0.0,0.0,0.0,952733.085530082
2018-12-12,0,0.0,0.0,0.0,952733.085530082
2018-12-13,0,0.0,0.0,0.0,952733.085530082
2018-12-16,0,0.0,0.0,0.0,952733.085530082
2018-12-17,0,0.0,0.0,0.0,952733.085530082
2018-12-18,0,0.0,0.0,0.0,952733.085530082
2018-12-19,0,0.0,0.0,0.0,952733.085530082
2018-12-20,0,0.0,0.0,0.0,952733.085530082
2018-12-23,0,0.0,0.0,0.0,952733.085530082
2018-12-24,0,0.0,0.0,0.0,952733.085530082
2018-12-25,0,0.0,0.0,0.0,952733.085530082
2018-12-26,0,0.0,0.0,0.0,952733.085530082
2018-12-27,0,0.0,0.0,0.0,952733.085530082
2018-12-30,0,0.0,0.0,0.0,952733.085530082
2018-12-31,0,0.0,0.0,0.0,952733.085530082
2019-01-01,0,0.0,0.0,0.0,952733.085530082
2019-01-02,0,0.0,0.0,0.0,952733.085530082
2019-01-03,0,0.0,0.0,0.0,952733.085530082
2019-01-06,0,0.0,0.0,0.0,952733.085530082
2019-01-07,0,0.0,0.0,0.0,952733.085530082
2019-01-08,0,0.0,0.0,0.0,952733.085530082
2019-01-09,0,0.0,0.0,0.0,952733.085530082
2019-01-10,0,0.0,0.0,0.0,952733.085530082
2019-01-13,0,0.0,0.0,0.0,952733.085530082
2019-01-14,0,0.0,0.0,0.0,952733.085530082
2019-01-15,0,0.0,0.0,0.0,952733.085530082
2019-01-16,0,0.0,0.0,0.0,952733.085530082
2019-01-17,0,0.0,0.0,0.0,952733.085530082
2019-01-20,0,0.0,0.0,0.0,952733.085530082
2019-01-21,0,0.0,0.0,0.0,952733.085530082
2019-01-22,0,0.0,0.0,0.0,952733.085530082
2019-01-23,1,-0.013667425968109326,0.006508061461438291,-0.02017548742954762,933511.2311392557
2019-01-24,0,0.0,0.0,0.0,933511.2311392557
2019-01-27,0,0.0,0.0,0.0,933511.2311392557
2019-01-28,0,0.0,0.0,0.0,933511.2311392557
2019-01-29,0,0.0,0.0,0.0,933511.2311392557
2019-01-30,0,0.0,0.0,0.0,933511.2311392557
2019-01-31,0,0.0,0.0,0.0,933511.2311392557
2019-02-03,0,0.0,0.0,0.0,933511.2311392557
2019-02-04,0,0.0,0.0,0.0,933511.2311392557
2019-02-05,0,0.0,0.0,0.0,933511.2311392557
2019-02-06,0,0.0,0.0,0.0,933511.2311392557
2019-02-07,0,0.0,0.0,0.0,933511.2311392557
2019-02-10,0,0.0,0.0,0.0,933511.2311392557
2019-02-11,0,0.0,0.0,0.0,933511.2311392557
2019-02-12,0,0.0,0.0,0.0,933511.2311392557
2019-02-13,0,0.0,0.0,0.0,933511.2311392557
2019-02-14,0,0.0,0.0,0.0,933511.2311392557
2019-02-17,0,0.0,0.0,0.0,933511.2311392557
2019-02-18,0,0.0,0.0,0.0,933511.2311392557
2019-02-19,0,0.0,0.0,0.0,933511.2311392557
2019-02-20,0,0.0,0.0,0.0,933511.2311392557
2019-02-21,0,0.0,0.0,0.0,933511.2311392557
2019-02-24,0,0.0,0.0,0.0,933511.2311392557
2019-02-25,0,0.0,0.0,0.0,933511.2311392557
2019-02-26,0,0.0,0.0,0.0,933511.2311392557
2019-02-27,0,0.0,0.0,0.0,933511.2311392557
2019-03-03,0,0.0,0.0,0.0,933511.2311392557
2019-03-05,0,0.0,0.0,0.0,933511.2311392557
2019-03-06,0,0.0,0.0,0.0,933511.2311392557
2019-03-07,0,0.0,0.0,0.0,933511.2311392557
2019-03-10,0,0.0,0.0,0.0,933511.2311392557
2019-03-11,0,0.0,0.0,0.0,933511.2311392557
2019-03-12,0,0.0,0.0,0.0,933511.2311392557
2019-03-13,0,0.0,0.0,0.0,933511.2311392557
2019-03-14,0,0.0,0.0,0.0,933511.2311392557
2019-03-17,0,0.0,0.0,0.0,933511.2311392557
2019-03-18,0,0.0,0.0,0.0,933511.2311392557
2019-03-19,0,0.0,0.0,0.0,933511.2311392557
2019-03-21,0,0.0,0.0,0.0,933511.2311392557
2019-03-24,0,0.0,0.0,0.0,933511.2311392557
2019-03-25,0,0.0,0.0,0.0,933511.2311392557
2019-03-26,0,0.0,0.0,0.0,933511.2311392557
2019-03-27,0,0.0,0.0,0.0,933511.2311392557
2019-03-28,0,0.0,0.0,0.0,933511.2311392557
2019-03-31,0,0.0,0.0,0.0,933511.2311392557
2019-04-01,0,0.0,0.0,0.0,933511.2311392557
2019-04-02,0,0.0,0.0,0.0,933511.2311392557
2019-04-03,0,0.0,0.0,0.0,933511.2311392557
2019-04-04,0,0.0,0.0,0.0,933511.2311392557
2019-04-07,0,0.0,0.0,0.0,933511.2311392557
2019-04-08,0,0.0,0.0,0.0,933511.2311392557
2019-04-09,0,0.0,0.0,0.0,933511.2311392557
2019-04-10,0,0.0,0.0,0.0,933511.2311392557
2019-04-11,0,0.0,0.0,0.0,933511.2311392557
2019-04-15,0,0.0,0.0,0.0,933511.2311392557
2019-04-16,0,0.0,0.0,0.0,933511.2311392557
2019-04-17,0,0.0,0.0,0.0,933511.2311392557
2019-04-18,1,0.07765451664025358,0.006805938398627138,0.07084857824162644,999649.1746380622
2019-04-21,1,0.02499999999999991,0.006631267547424178,0.018368732452575733,1018011.4628734268
2019-04-22,0,0.0,0.0,0.0,1018011.4628734268
2019-04-23,0,0.0,0.0,0.0,1018011.4628734268
2019-04-24,0,0.0,0.0,0.0,1018011.4628734268
2019-04-25,0,0.0,0.0,0.0,1018011.4628734268
2019-04-28,1,0.04527402700556005,0.006696255948275771,0.03857777105728428,1057284.076021849
2019-04-29,0,0.0,0.0,0.0,1057284.076021849
2019-04-30,0,0.0,0.0,0.0,1057284.076021849
2019-05-02,0,0.0,0.0,0.0,1057284.076021849
2019-05-05,0,0.0,0.0,0.0,1057284.076021849
2019-05-06,0,0.0,0.0,0.0,1057284.076021849
2019-05-07,0,0.0,0.0,0.0,1057284.076021849
2019-05-08,0,0.0,0.0,0.0,1057284.076021849
2019-05-09,0,0.0,0.0,0.0,1057284.076021849
2019-05-12,0,0.0,0.0,0.0,1057284.076021849
