date,equity
2021-06-30,944856.4295250658
2021-07-01,945987.5308808828
2021-07-04,944084.4079080073
2021-07-05,936480.4892190062
2021-07-06,933127.0411647953
2021-07-07,929565.4700960846
2021-07-08,938087.2296091905
2021-07-11,959243.7186739949
2021-07-12,945786.1623411406
2021-07-13,949381.9540606565
2021-07-14,952723.0035222418
2021-07-15,961768.1480248459
2021-07-18,983768.0335384448
2021-07-19,991424.2756649214
2021-07-20,1000325.6630897184
2021-07-22,1000095.400345707
2021-07-25,1017851.0850749584
2021-07-26,1030478.5152136347
2021-07-27,1033629.6933276351
2021-07-28,1033673.5576026789
2021-07-29,1022313.622928352
2021-08-01,1025371.5621302186
2021-08-02,1030960.0562617646
2021-08-03,1044448.3122166987
2021-08-04,1056281.0236241957
2021-08-05,1045812.5528875046
2021-08-08,1050942.1059560156
2021-08-09,1054483.8484234447
2021-08-10,1052718.4202219043
2021-08-11,1063796.5780554072
2021-08-12,1060710.6164944384
2021-08-15,1042282.491362734
2021-08-16,1048952.1424714252
2021-08-17,1054612.0153979084
2021-08-18,1075854.0794278542
2021-08-19,1091269.2260320175
2021-08-24,1070217.3778454014
2021-08-25,1049849.674896993
2021-08-26,1071113.9525765735
2021-08-29,1075591.8270452952
2021-08-31,1048457.2283673995
2021-09-01,1045624.2256182289
2021-09-02,1026667.7367562477
2021-09-05,989280.9805633369
2021-09-06,1044471.9327183522
2021-09-07,1022295.0063640993
2021-09-08,1005964.988653524
2021-09-09,1013724.5489046511
2021-09-12,1039009.519137359
2021-09-13,1028922.2636337759
2021-09-14,1019766.092943351
2021-09-15,1005423.1023874389
2021-09-16,980815.334077866
2021-09-20,938096.2166131295
2021-09-21,942721.463735878
2021-09-22,976741.9890951957
2021-09-23,969098.4611570091
2021-09-26,945145.842497699
2021-09-27,902444.3333301496
2021-09-28,874829.7692904025
2021-09-29,896877.3720073584
2021-09-30,884239.879192779
2021-10-03,864500.2879720565
2021-10-04,865691.6026651612
2021-10-05,883380.3124333521
2021-10-06,907057.9507073797
2021-10-10,905536.9198656545
2021-10-11,891739.4584750358
2021-10-17,896486.2252770129
2021-10-18,875639.0888321776
2021-10-19,840885.5007223737
2021-10-20,863839.765067405
2021-10-21,858601.3805945795
2021-10-24,870507.7445864434
2021-10-25,901020.7116601716
2021-10-26,925746.1817453498
2021-10-27,928408.8695557672
2021-10-28,939995.596604438
2021-10-31,956440.7450475529
2021-11-01,945665.2988432322
2021-11-02,946882.6013206952
2021-11-03,953703.875658629
2021-11-08,944294.2439162785
2021-11-09,919640.969636705
2021-11-11,901095.9200706303
2021-11-14,900087.3776133964
2021-11-15,909550.8036850472
2021-11-16,924678.1966721315
2021-11-17,921127.6614038879
2021-11-18,912251.9131057431
2021-11-21,911208.9412732959
2021-11-22,909388.0075232025
2021-11-23,900747.3137684914
2021-11-24,902460.6103167763
2021-11-25,894147.8596755267
2021-11-28,869604.3180953749
2021-11-29,858919.8232095116
2021-11-30,858224.239843227
2021-12-01,857658.9650540729
2021-12-02,842912.8304032839
2021-12-05,820992.6214967227
2021-12-06,829334.0415634797
2021-12-07,816322.5723134358
2021-12-08,797220.4568176665
2021-12-09,797297.1154316636
2021-12-12,769842.7828753841
2021-12-13,745519.9465309088
2021-12-14,790720.2801076159
2021-12-15,792190.9301239346
2021-12-16,779490.9418142971
2021-12-20,754478.8648581917
2021-12-21,771399.8404699621
2021-12-22,778412.6358566063
2021-12-23,792432.9092340291
2021-12-26,808871.3429419794
2021-12-27,790670.0424007187
2021-12-28,787653.9315061945
2021-12-29,787774.1496220367
2022-01-02,779811.7201353229
2022-01-03,782561.3751133964
2022-01-04,796650.2800368787
2022-01-05,790493.8320967468
2022-01-06,798295.4590125621
2022-01-09,816657.5362052532
2022-01-10,819479.0320894913
2022-01-11,834781.3019899664
2022-01-12,826541.9085419844
2022-01-13,846425.8872266355
2022-01-16,870935.586171627
2022-01-17,887029.3389827841
2022-01-18,878632.5769027292
2022-01-19,867516.9321949338
2022-01-20,877607.199983739
2022-01-23,880553.4258867768
2022-01-24,850471.2032630537
2022-01-25,849992.666182123
2022-01-26,839422.2786687904
2022-01-27,841672.0012539548
2022-01-30,873886.7885182163
2022-01-31,863573.3310260366
2022-02-01,875702.3267059705
2022-02-03,880662.999492136
2022-02-06,856088.0480676965
2022-02-07,852395.0371097977
2022-02-08,843261.7414873872
2022-02-09,835537.4569421902
2022-02-10,832399.5036105628
2022-02-13,801719.22667173
2022-02-14,801116.2551122437
2022-02-15,818573.5907077134
2022-02-16,811002.7367200347
2022-02-17,809157.5639196691
2022-02-20,796414.7868460059
2022-02-21,802790.7082413859
2022-02-22,808961.3848039537
2022-02-23,803848.1433532261
2022-02-24,787580.1524659926
2022-02-27,789026.8348004553
2022-02-28,777268.7172432243
2022-03-02,754678.6165670262
2022-03-06,752747.0543061228
2022-03-07,752827.8960851517
2022-03-09,743531.2338260292
2022-03-10,763112.1419196349
2022-03-13,786504.0709528993
2022-03-14,785496.1369789033
2022-03-15,775684.6642710984
2022-03-16,772331.4682069783
2022-03-20,765151.1429310088
2022-03-21,770410.5452142095
2022-03-22,771554.802969241
2022-03-23,764734.1479220993
2022-03-24,760549.4161579896
2022-03-27,745976.2938948442
2022-03-28,738580.6936991331
2022-03-29,733584.9533175019
2022-03-30,742435.6611629904
2022-03-31,734381.774985795
2022-04-03,724314.3658111795
2022-04-04,719086.3683351647
2022-04-05,707960.6555686704
2022-04-06,698064.779763455
2022-04-07,706756.0714953792
2022-04-11,693875.1329989537
2022-04-12,682968.1120486838
2022-04-13,687949.8807527163
2022-04-17,680298.4456167682
2022-04-18,669904.6584603004
2022-04-19,672198.4736993869
2022-04-20,661841.5359668452
2022-04-21,664494.7032609341
2022-04-24,690555.0900515614
2022-04-25,684684.4120135918
2022-04-26,681576.6822551205
2022-04-27,683323.1420326382
2022-04-28,678958.3354505049
2022-05-02,667988.2928517014
2022-05-04,659390.1220346165
2022-05-05,651753.6521475294
2022-05-08,654947.5827943935
2022-05-09,659407.9745287509
2022-05-10,673041.2730912305
2022-05-11,694474.8911792375
2022-05-12,686250.6350851224
2022-05-17,662194.6594467476
2022-05-18,666864.4168992118
2022-05-19,661282.6707352023
2022-05-20,658628.7717514671
2022-05-23,648401.0618906532
2022-05-24,653276.4213859888
2022-05-25,657939.1407143344
2022-05-26,660757.354579474
2022-05-27,657270.3814899902
2022-05-30,645976.983211828
2022-05-31,636937.1936760301
2022-06-01,632673.9027207093
2022-06-02,627105.1747563326
2022-06-03,618452.0208972851
2022-06-06,614179.2455926414
2022-06-07,604150.8945322371
2022-06-08,621335.3079899519
2022-06-09,616424.8009041752
2022-06-10,614469.3507043129
2022-06-13,611638.3799109316
2022-06-14,599671.1681110434
2022-06-15,587722.532938203
2022-06-16,625165.511880326
2022-06-17,622448.3896925359
2022-06-19,612128.6583801233
2022-06-20,600721.2736318508
2022-06-21,608890.1767881963
2022-06-22,599472.395774081
2022-06-23,586001.6478921871
2022-06-24,586622.3022012253
2022-06-26,609309.8757616351
2022-06-27,601572.6814095364
2022-06-28,596471.8708039032
2022-06-29,610724.7498185138
2022-06-30,633721.1725783927
2022-07-01,633845.522288024
2022-07-03,648536.9197836006
2022-07-04,645667.2146278777
2022-07-05,633124.0516172848
2022-07-06,634543.9868314278
2022-07-07,629666.9601719601
2022-07-08,619573.8731917653
2022-07-11,602468.9207609715
2022-07-12,605461.2628234545
2022-07-13,619528.5299489675
2022-07-14,624538.0028757864
2022-07-15,628041.0262583722
2022-07-17,624378.9852581692
2022-07-18,629192.704285939
2022-07-19,634228.4501322106
2022-07-20,636468.6888974531
2022-07-21,634067.5970926365
2022-07-22,626292.3146602107
2022-07-24,642771.8651847512
2022-07-25,656648.110844378
2022-07-26,645337.8631844753
2022-07-27,651582.1636682943
2022-07-28,653642.9688835512
2022-07-29,654347.110091437
2022-07-31,668835.7821259812
2022-08-01,671578.0549676615
2022-08-02,671550.5433108748
2022-08-03,668654.6558709221
2022-08-04,655965.4285049445
2022-08-05,645195.0154193407
2022-08-07,647830.4193636987
2022-08-08,642012.2137960449
2022-08-09,629596.1032093018
2022-08-10,629238.3506725237
2022-08-11,623785.9725024754
2022-08-14,616847.453415506
2022-08-15,635035.8902925742
2022-08-16,628333.903838377
2022-08-17,628418.8542590232
2022-08-18,635774.2987903709
2022-08-21,632710.0656483707
2022-08-22,632845.9268909277
2022-08-23,631980.4029398772
2022-08-24,633646.9713884685
2022-08-25,627599.8789672493
2022-08-26,623618.1100851457
2022-08-28,613823.273459564
2022-08-29,613725.9300672658
2022-08-30,614719.3238814418
2022-08-31,607262.0002353674
2022-09-01,609251.9468389025
2022-09-02,610135.528782309
2022-09-04,612347.2607212801
2022-09-05,611093.1570498928
2022-09-06,605766.3393010921
2022-09-07,602478.2985696036
2022-09-08,601482.6161773207
2022-09-11,598161.2335621016
2022-09-12,593654.0480171217
2022-09-13,598450.4342598611
2022-09-14,611456.6569977485
2022-09-15,597550.4838812163
2022-09-16,593257.555934466
2022-09-18,618262.0000791212
2022-09-20,607310.9960965703
2022-09-21,610368.8684255081
2022-09-22,607193.810275603
2022-09-25,600511.5660330545
2022-09-27,603844.024662968
2022-09-28,604490.7294869883
2022-09-29,607077.0265447524
2022-10-09,618077.8020007389
2022-10-10,610093.989445969
2022-10-11,606918.7972910675
2022-10-12,611012.2760733094
2022-10-13,610220.7875914532
2022-10-16,608043.4964526278
2022-10-17,606525.7705490342
2022-10-19,602312.8941038601
2022-10-20,601289.3837330211
2022-10-23,605849.6933097488
2022-10-31,607708.5581469751
2022-11-01,620753.0884263688
2022-11-02,622711.1210154674
2022-11-03,619757.0047336668
2022-11-06,630348.542974767
2022-11-07,631717.4073511071
2022-11-08,632825.6148572934
2022-11-09,617523.2887900227
2022-11-10,609525.7938547924
2022-11-13,608538.8758873077
2022-11-14,617588.0333701561
2022-11-15,614650.7107849191
2022-11-16,623988.9930243193
2022-11-17,636371.7804719103
2022-11-22,636767.7673335125
2022-11-23,624034.5697530438
2022-11-24,596139.4009708485
2022-11-27,605907.7114826718
2022-11-28,603468.6515038542
2022-11-29,601336.5709970281
2022-11-30,601199.308117436
2022-12-01,603381.9376766785
2022-12-04,606326.7536997325
2022-12-05,607444.3273930462
2022-12-06,608009.9044151308
2022-12-07,563941.8364915503
2022-12-11,553546.2549448899
2022-12-12,555803.3562426309
2022-12-13,554123.712644768
2022-12-14,550854.5022227671
2022-12-15,545099.2879324504
2022-12-18,532462.8103741225
2022-12-19,531075.6045602749
2022-12-20,535020.502897831
2022-12-21,531538.9577434831
2022-12-22,529837.132209334
2022-12-26,556724.868869347
2022-12-27,572127.385563143
2022-12-28,568973.5779748266
2022-12-29,587312.4525256467
2023-01-01,593459.8677396534
2023-01-02,591423.519527467
2023-01-03,588870.5993044778
2023-01-04,610147.0448395866
2023-01-05,623734.337257331
2023-01-08,635537.820246505
2023-01-09,696709.3479761541
2023-01-10,681208.8193520395
2023-01-12,668587.6901068866
2023-01-17,684011.1318795335
2023-01-18,687380.1567840334
2023-01-19,685211.5540492155
2023-01-23,676593.8072062747
2023-01-24,678129.9984384929
2023-01-25,681977.8014264617
2023-01-26,685795.0205877145
2023-01-29,683179.8120685318
2023-01-30,670206.7074064236
2023-01-31,660654.4127589382
2023-02-01,620164.0871235249
2023-02-02,611372.2057133797
2023-02-05,609434.9239475203
2023-02-06,607664.1715925558
2023-02-07,633066.874818892
2023-02-08,632433.6973736888
2023-02-09,637095.0859676958
2023-02-12,619857.9859375224
2023-02-14,613530.2950209861
2023-02-15,615269.3163815389
2023-02-16,609219.4067509578
2023-02-20,604624.856006272
2023-02-22,570108.3742442044
2023-02-23,548485.933257982
2023-02-26,551699.7307392363
2023-02-27,551680.559361654
2023-02-28,549811.4822806495
2023-03-01,543862.062620577
2023-03-02,533471.3527847801
2023-03-05,523864.81243363954
2023-03-07,531852.8851870839
2023-03-09,538944.6797476537
2023-03-12,519478.51522736927
2023-03-13,513224.40388556814
2023-03-14,513435.6656473326
2023-03-15,509067.02715879737
2023-03-16,508220.7026573772
2023-03-19,506860.8033316752
2023-03-20,513644.93540509674
2023-03-22,510632.8243974709
2023-03-23,503139.3914078052
2023-03-26,496202.69655674027
2023-03-27,498374.35591375537
2023-03-28,504831.33053872566
2023-03-29,502760.3388520723
2023-03-30,501045.0515067902
2023-04-02,493097.08838489663
2023-04-03,484509.4934394826
2023-04-04,485956.0428196124
2023-04-05,487098.47705545515
2023-04-06,485322.22041608376
2023-04-09,475533.3938331587
2023-04-10,477875.4014382701
2023-04-11,486979.8065903636
2023-04-12,510977.89088985854
2023-04-13,503613.92544442293
2023-04-16,505327.05909801467
2023-04-17,504156.6396719416
2023-04-18,501473.57767485233
2023-04-19,506156.5365652163
2023-04-20,502914.95522281533
2023-04-23,495751.59976540244
2023-04-24,496769.80538876925
2023-04-25,500117.38687632035
2023-04-26,496819.13637165976
2023-04-27,495556.8279120045
2023-04-30,488808.0510549511
2023-05-02,487287.74086524127
2023-05-03,484169.11668716586
2023-05-04,487442.1364939219
2023-05-07,482374.3473016931
2023-05-08,476837.4906997095
2023-05-09,479804.1494192528
2023-05-10,481382.12845834665
2023-05-11,480042.870400059
2023-05-14,475774.47490311926
2023-05-15,475914.2404148904
2023-05-16,476923.3526388001
2023-05-17,484831.99967500754
2023-05-18,495439.84586623294
2023-05-21,494825.5689329799
2023-05-22,496909.99332313973
2023-05-23,511130.2175833924
2023-05-24,510174.50465290225
2023-05-28,506527.2776500893
2023-05-30,495104.54169504123
2023-05-31,485132.9870794477
2023-06-01,489776.44545162976
2023-06-04,504616.262275229
2023-06-05,502945.5207952289
2023-06-06,512197.7351003388
2023-06-07,512910.09728733345
2023-06-08,512290.56137964944
2023-06-11,519943.663811223
2023-06-12,517573.39151539694
2023-06-13,527550.9440015722
2023-06-14,536971.8760928828
2023-06-15,534414.6664100274
2023-06-18,548630.3077818322
2023-06-19,548279.7042619186
2023-06-20,535145.1303981213
2023-06-21,530075.4041398657
2023-06-22,531152.7689798867
2023-06-25,543611.5469354878
2023-06-26,542269.7490800687
2023-06-27,557513.2826444411
2023-06-28,549358.1886877056
2023-07-02,531195.0603913246
2023-07-03,525468.1651000305
2023-07-04,524099.6726042462
2023-07-05,515001.14178971853
2023-07-06,510836.60882811894
2023-07-09,553077.0132041817
2023-07-10,549030.7005708993
2023-07-11,547073.49589466
2023-07-12,559250.2807391612
2023-07-13,554655.8170114831
2023-07-16,555950.5268644096
2023-07-17,565627.3510651579
2023-07-18,567362.2843981741
2023-07-19,566040.5019467415
2023-07-20,567312.8717614412
2023-07-23,580813.7005031352
2023-07-24,577343.10326873
2023-07-25,570533.6369912963
2023-07-26,567233.391677245
2023-07-27,560649.4403415786
2023-07-30,554388.169396166
2023-07-31,554444.2272414076
2023-08-01,547080.875560437
2023-08-02,548576.2090720814
2023-08-03,548647.3883239487
2023-08-06,539324.5594922465
2023-08-07,497756.72521397035
2023-08-08,490696.0792495719
2023-08-09,501709.23647668766
2023-08-10,502852.24196942034
2023-08-13,504146.6771618901
2023-08-14,504893.63379699894
2023-08-15,497806.9836122719
2023-08-16,493153.9406330089
2023-08-17,494666.3323468798
2023-08-20,487347.5947068121
2023-08-21,484789.6313534347
2023-08-22,488503.1288874158
2023-08-23,498161.21930612304
2023-08-24,489457.510146749
2023-08-27,483613.4626959839
2023-08-28,485163.21313707833
2023-08-29,482143.5585838185
2023-08-30,480712.6344930766
2023-09-03,474278.6997656421
2023-09-04,474665.0837392662
2023-09-05,472055.0775673067
2023-09-07,464239.49208865693
2023-09-10,466714.0019364418
2023-09-11,478628.07572870137
2023-09-12,472201.33457772684
2023-09-13,484003.67943047936
2023-09-17,474485.95127867
2023-09-18,476557.72412338067
2023-09-19,485150.860319707
2023-09-21,499189.1430630878
2023-09-24,492937.69309707417
2023-09-25,491217.5268599144
2023-09-26,498850.82698945364
2023-09-27,492515.221103588
2023-10-01,484878.0861101105
2023-10-02,488126.4377726451
2023-10-03,481398.42841434805
2023-10-04,483371.26326319075
2023-10-05,480660.70446311845
2023-10-08,472575.0447013771
2023-10-09,469014.574596946
2023-10-10,463274.55856164044
2023-10-11,463625.7421443387
2023-10-12,460802.73018098285
2023-10-16,454261.8151364579
2023-10-17,458283.81459516677
2023-10-18,471558.13460558734
2023-10-19,469501.162111033
2023-10-29,462471.340341773
2023-10-30,464118.8030343268
2023-10-31,460655.252857411
2023-11-01,459630.0541286906
2023-11-02,455337.06755496666
2023-11-05,448634.3081431243
2023-11-06,453139.31357485027
2023-11-07,456617.8275714637
2023-11-08,456920.40896951867
2023-11-09,455312.968413892
2023-11-20,456063.5823828619
2023-11-21,449976.0260411642
2023-11-22,453128.05497258133
2023-11-23,455340.6446705135
2023-11-26,466026.0228560304
2023-11-27,464238.3266055529
2023-11-28,462412.79789937084
2023-11-29,456323.61840776686
2023-11-30,454049.0644953458
2023-12-03,452959.8758050911
2023-12-04,451698.17014833534
2023-12-05,449227.13112629706
2023-12-06,453436.60361691273
2023-12-07,457053.6974114755
2023-12-10,487055.17479330825
2023-12-11,483663.76834291837
2023-12-12,488561.6502314502
2023-12-13,485431.35122551885
2023-12-14,488242.7896170598
2023-12-17,498695.33160499646
2023-12-18,504684.3928261152
2023-12-19,510614.2675833604
2023-12-20,517820.96997663146
2023-12-21,508658.1743431986
2023-12-24,496339.7218033366
2023-12-27,493104.949468676
2023-12-28,492998.311385037
2024-01-01,480632.1530784168
2024-01-02,469853.37042677787
2024-01-03,476874.7148507558
2024-01-04,479780.905837459
2024-01-07,483817.54366585915
2024-01-08,486619.4592101693
2024-01-09,490225.06663125753
2024-01-10,486677.40391353285
2024-01-11,494317.9387571907
2024-01-14,503629.5691220925
2024-01-16,516125.4855024122
2024-01-17,509382.913922082
2024-01-18,518335.2322880287
2024-01-21,520406.1870238158
2024-01-22,509043.0200827052
2024-01-23,505909.0161523089
2024-01-24,503079.1152578808
2024-01-25,503971.4652065166
2024-01-28,505455.6120180016
2024-01-29,482219.1526027287
2024-01-30,485290.94793212245
2024-01-31,480408.0569069049
2024-02-01,475145.1747547695
2024-02-04,471772.65464952437
2024-02-05,460635.9459478762
2024-02-06,462578.6198555086
2024-02-07,463424.50676097895
2024-02-08,461741.35447632486
2024-02-11,462697.3472885564
2024-02-12,464221.8568559301
2024-02-13,456917.26225144166
2024-02-14,453129.3223463982
2024-02-15,449440.40187797055
2024-02-18,443089.7110970867
2024-02-20,440614.67015792825
2024-02-21,440015.3849115405
2024-02-22,435433.99566239584
2024-02-25,427904.73376448633
2024-02-26,427856.08468195907
2024-02-27,431986.8221715162
2024-02-28,429486.3255167684
2024-02-29,424418.80997598957
2024-03-03,419437.63030541845
2024-03-04,506951.65736398334
2024-03-05,434235.2597588197
2024-03-06,433160.6097442131
2024-03-07,436352.0835033963
2024-03-10,441524.44978714205
2024-03-12,454015.0204464838
2024-03-13,452325.4963905553
2024-03-14,447499.4250594241
2024-03-17,442574.28164022765
2024-03-18,441957.24241658224
2024-03-19,440735.7310355842
2024-03-20,441894.9585406784
2024-03-21,437555.50818205596
2024-03-25,430899.1092672113
2024-03-26,430808.3785839045
2024-03-27,428398.05054608075
2024-03-28,428458.25020309986
2024-03-31,425501.45954061265
2024-04-01,422481.4638748053
2024-04-02,421214.88297470234
2024-04-03,421762.65898357105
2024-04-04,421931.1253534525
2024-04-07,425463.8250851195
2024-04-09,427078.39383857773
2024-04-10,425278.145550415
2024-04-14,423246.36412339006
2024-04-15,420889.715684783
2024-04-16,417397.4087639314
2024-04-18,413775.6059606922
2024-04-21,414106.0801990974
2024-04-22,412849.1743515419
2024-04-24,412797.31812841754
2024-04-25,411589.148742892
2024-04-28,412158.8247703846
2024-04-29,412172.6664491704
2024-04-30,416641.92256298906
2024-05-02,416474.66504665854
2024-05-05,411535.0181962069
2024-05-06,407801.3144388927
2024-05-07,408246.14052943554
2024-05-08,407767.7637575066
2024-05-09,406856.1880722153
2024-05-12,406873.6505287384
2024-05-13,409462.4409189614
2024-05-14,416445.65614674735
2024-05-15,414799.5633297446
2024-05-16,415056.562670659
2024-05-19,423251.45562604174
2024-05-20,425651.4783346997
2024-05-21,427149.43876490556
2024-05-22,433179.8323305059
2024-05-26,434161.28492854
2024-05-27,431905.26820555574
2024-05-29,426342.5133421267
2024-05-30,420841.5744456474
2024-06-02,422181.1251669059
2024-06-03,420771.19590919884
2024-06-04,420349.7910524502
2024-06-05,418186.5223273024
2024-06-06,416967.5716660153
2024-06-09,415465.8348258374
2024-06-10,417068.8924351807
2024-06-11,424819.01380899316
2024-06-12,425444.1501145835
2024-06-13,423636.98484851356
2024-06-16,422685.66506389604
2024-06-18,418477.836923772
2024-06-19,417788.72642079357
2024-06-20,415299.38168970443
2024-06-23,412363.1642185261
2024-06-24,412045.11560773716
2024-06-25,413554.92767173075
2024-06-26,409770.51705428015
2024-06-27,407469.70348129695
2024-06-30,404803.96705934935
2024-07-01,406340.38920253556
2024-07-02,416741.4115354647
2024-07-03,415727.036742432
2024-07-04,418128.4065491974
2024-07-07,421017.7896531166
2024-07-08,420419.8842336745
2024-07-09,422970.9565162053
2024-07-10,429061.26085631654
2024-07-11,433210.11814432294
2024-07-14,449983.46942816133
2024-07-15,449756.4441397441
2024-07-16,469394.17839322233
2024-07-17,485779.61354546767
2024-07-18,496059.37846726936
2024-07-21,504041.0390883892
2024-07-22,509008.94847079215
2024-07-23,521456.6030561043
2024-07-24,517168.8205757914
2024-07-25,529843.3742101792
2024-07-28,553136.3797024444
2024-07-29,547004.9995126063
2024-07-30,552445.7913129076
2024-07-31,565910.5105706711
2024-08-01,564947.3092385344
2024-08-05,570418.6419151381
2024-08-06,544393.8305147641
2024-08-07,566363.1668542335
2024-08-08,574656.7450917012
2024-08-11,599415.072074932
2024-08-12,621658.5656473639
2024-08-13,619060.1835778729
2024-08-14,633064.4297251859
2024-08-15,648409.0389348725
2024-08-18,637205.4446415921
2024-08-21,637403.3339501225
2024-08-22,640843.9630597947
2024-08-25,626797.237768267
2024-08-27,595396.8949203328
2024-08-28,597134.1728211764
2024-08-29,588826.9997684252
2024-09-01,580374.1438633094
2024-09-02,612942.142684219
2024-09-03,616507.1832972087
2024-09-04,599530.9725043707
2024-09-05,596780.8999958163
2024-09-08,589122.6060539053
2024-09-09,572461.2853740458
2024-09-10,569133.7959706348
2024-09-11,561219.1565245937
2024-09-12,580201.3592369645
2024-09-15,568421.6172273117
2024-09-16,558893.9897643856
2024-09-18,560416.5371632811
2024-09-22,566225.9375809955
2024-09-23,554473.0607439853
2024-09-24,539268.70352284
2024-09-25,551482.0878674097
2024-09-26,542275.3661924647
2024-09-29,542606.4839158081
2024-09-30,546603.4908744317
2024-10-01,572490.4815678946
2024-10-02,563197.030774236
2024-10-06,572113.2895886258
2024-10-07,579672.9835932227
2024-10-08,576842.9308576476
2024-10-09,578865.3979095316
2024-10-15,580505.2111354579
2024-10-16,592784.9216453682
2024-10-17,591662.0561839351
2024-10-20,582634.3317040597
2024-10-21,567489.5477572368
2024-10-22,572906.1795021609
2024-10-23,570605.3058256357
2024-10-24,569897.4441880573
2024-10-27,565804.4108055972
2024-10-28,573158.8354190518
2024-10-29,582789.8064275779
2024-10-30,578950.2831175611
2024-11-05,579332.0259994766
2024-11-06,576149.8589988465
2024-11-10,590501.7331115156
2024-11-11,596538.9359700697
2024-11-12,568846.0312336518
2024-11-13,559996.2449139095
2024-11-14,563019.2211919401
2024-11-17,565119.2743453702
2024-11-19,557285.3135604955
2024-11-20,555486.955806283
2024-11-21,548553.5989060998
2024-11-24,544325.5202372058
2024-11-25,548789.3759066917
2024-11-26,553351.1403914117
2024-11-27,558122.9039476386
2024-11-28,552522.8540533104
2024-12-01,545255.5776714806
2024-12-02,546056.6624968699
2024-12-03,545271.5586948143
2024-12-04,543236.5427964007
2024-12-05,536272.3859430976
2024-12-08,530816.0979889876
2024-12-09,528344.581744322
2024-12-10,528245.2902846164
2024-12-11,538249.8079268867
2024-12-12,531221.8368048697
2024-12-16,521265.23165156995
2024-12-17,523202.74119637965
2024-12-18,522520.62367394945
2024-12-19,517042.67998497566
2024-12-22,512923.39644865744
2024-12-23,519284.61588375625
2024-12-24,522059.21941756614
2024-12-26,523529.8352239352
2024-12-29,523326.5529153562
2024-12-31,508859.3125245142
2025-01-01,501338.2277042198
2025-01-02,501631.7717426393
2025-01-05,502408.5574178056
2025-01-06,510779.5012663358
2025-01-07,510962.037824153
2025-01-08,514283.98941538547
2025-01-09,513808.9445164821
2025-01-12,510222.39370635955
2025-01-13,507269.4056938163
2025-01-15,505571.15254888654
2025-01-16,504164.38936618227
2025-01-19,508743.8490209688
2025-01-20,510852.4643297663
2025-01-21,511965.67159965134
2025-01-22,520662.63157049887
2025-01-23,518825.51941672387
2025-01-26,517076.9410208662
2025-01-27,515342.87213960406
2025-01-28,517083.80556515435
2025-02-02,532209.320659546
2025-02-03,534511.1469036451
2025-02-04,532505.5433376615
2025-02-05,530503.3029570394
2025-02-06,526958.0592738605
2025-02-09,526976.9780761977
2025-02-10,525468.5427920809
2025-02-11,524689.5958615929
2025-02-12,520778.18565881724
2025-02-13,517857.4962945301
2025-02-16,513154.21544723836
2025-02-17,519243.83063410287
2025-02-18,516148.51634314295
2025-02-20,513456.72358976316
2025-02-23,511832.51362319815
2025-02-24,510142.4171931434
2025-02-25,511868.96018218907
2025-02-27,524052.58824736875
2025-03-02,542560.7386818258
2025-03-03,538048.950217371
2025-03-04,532951.6845007734
2025-03-05,526346.5215868382
2025-03-06,528287.6716102987
2025-03-09,519861.85370547266
2025-03-10,515502.3438013071
2025-03-11,510252.08230639336
2025-03-12,510487.85558710585
2025-03-16,505857.7932849599
2025-03-17,505547.39236524
2025-03-18,504038.7141539907
2025-03-19,501074.9779434447
2025-03-20,497782.5428289982
2025-03-23,488140.01500087156
2025-03-24,493535.9981053817
2025-03-25,483189.95028646936
2025-03-26,490380.1227350376
2025-03-27,496307.4645235421
2025-03-30,499775.3878856892
2025-04-01,494514.7743338493
2025-04-02,495189.19098821736
2025-04-03,497915.22944552975
2025-04-07,493937.41962095874
2025-04-08,493415.2414001707
2025-04-09,495707.6293262808
2025-04-10,495262.1351299214
2025-04-13,492039.0334580601
2025-04-15,498199.212891631
2025-04-16,501994.2293722566
2025-04-17,507310.788074499
2025-04-20,506812.74135507306
2025-04-21,510307.7610694436
2025-04-22,509074.03536664456
2025-04-23,499566.9796006396
2025-04-24,498285.1312652604
2025-04-27,507073.5672273431
2025-04-28,505445.2494022431
2025-04-29,502538.60348947224
2025-04-30,509383.3109085217
2025-05-04,511470.97787239193
2025-05-05,507539.0697623346
2025-05-06,515656.2715447068
2025-05-07,525479.4518142052
2025-05-08,522812.3952792879
2025-05-11,516355.14996235404
2025-05-13,511493.9684687691
2025-05-14,506962.5714537249
2025-05-15,505281.9365152547
2025-05-18,501190.8686373972
2025-05-19,508054.2513255129
2025-05-20,518941.87281395996
2025-05-21,518723.27079705097
2025-05-22,522136.5743653757
2025-05-25,520812.5882001823
2025-05-26,517186.7143121605
2025-05-27,515824.97486100195
2025-05-28,524387.4677587964
2025-06-02,523415.3001331929
2025-06-03,516062.28095999814
2025-06-04,511741.6585167334
2025-06-05,515208.3953111892
2025-06-08,519868.18205407076
2025-06-09,525131.9690702118
2025-06-10,531956.606447571
2025-06-11,536468.1697983629
2025-06-12,533619.0900556125
2025-06-15,536081.7333463721
2025-06-16,532781.2279103847
2025-06-17,530804.6487309119
2025-06-18,528510.3160131044
2025-06-19,523730.384054988
2025-06-22,513258.80036043737
2025-06-23,515554.634699623
2025-06-24,513884.0014705226
2025-06-25,514474.45353068475
2025-06-26,512369.9705008661
2025-06-29,518354.9161370377
2025-06-30,519958.884150662
2025-07-01,526051.0552114128
2025-07-02,530180.6397715354
